serid,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
217004944,4,5,4,3,3,3,5,1,4,2,1,4,3,1,0,6,10,0,0,0,Male,60-64 years    (62.0),"White, Non-Hispanic",Bachelor's degree,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,63,0.777970016,0.77797,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217028826,3,4,6,4,11,3,7,5,3,2,8,2,0,8,1,0,4,3,12,0,Female,50-54 years    (52.0),"White, Non-Hispanic",HS grad,13.75,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,No,NorthEast,52,1.040820003,1.04082,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217017720,0,3,1,2,0,2,2,0,1,1,0,0,0,0,0,0,1,1,1,0,Female,60-64 years    (62.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,63,1.017169952,1.01717,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217027337,1,2,1,3,2,4,1,1,2,1,3,2,9,2,4,2,0,1,2,2,Male,25-29 years    (27.0),"White, Non-Hispanic","Some college, no degree","$40,000 to $49,999  (45)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,29,1.054280043,1.05428,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217016656,2,,2,2,,2,3,2,1,,1,1,3,,3,2,1,,1,,Female,45-49 years    (47.0),"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,Two,None,None,Two,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,45,0.674430013,0.67443,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217028836,3,2,1,1,1,1,2,1,1,1,1,2,0,0,1,0,0,2,4,0,Male,55-59 years    (57.0),"White, Non-Hispanic",HS grad,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,58,0.964579999,0.96458,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021854,1,7,2,2,4,1,1,0,5,0,1,1,0,1,0,1,0,0,1,0,Female,40-44 years    (42.0),"Other, Non-Hispanic",Bachelor's degree,92.5,Never married,Someone else's name only,Seven,Six,None,None,One,None,One,Yes,No,No,Yes,No,Yes,Not working - other,Rented for cash,A one-family house detached from any other house,Yes,West,43,0.973770022,0.97377,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Vietnam, 
217023183,5,5,2,2,5,5,5,0,2,2,5,2,1,5,4,1,2,2,4,1,Female,60-64 years    (62.0),"White, Non-Hispanic",Associate degree,162.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,61,1.320870042,1.32087,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002912,1,1,,1,,1,,,,,,1,,,1,,1,,1,1,Female,40-44 years    (42.0),"White, Non-Hispanic",Less than HS graduate,6.25,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - disabled,Rented for cash,A one-family house detached from any other house,No,MidWest,43,0.953410029,0.95341,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021329,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,Male,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,Yes,MidWest,29,0.724969983,0.72497,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217005280,,1,1,,,,,,,,,,0,0,0,0,0,0,0,0,Female,18-20 years    (19.0),Hispanic,HS grad,"$50,000 to $59,999  (55)",Never married,Someone else's name only,Four,Three,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - looking for work,Rented for cash,A one-family house detached from any other house,Yes,West,19,1.148120046,1.14812,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217014641,4,2,5,0,0,2,2,2,2,0,2,1,2,0,1,0,0,0,0,0,Male,22.5,"2+ Races, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Yes,South,23,0.403699994,0.4037,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217018275,1,2,0,1,2,1,1,1,0,1,1,0,0,0,0,2,0,1,0,0,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house attached to one or more houses,No,South,31,0.629559994,0.62956,Bisexual,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217018555,,,,,,,,,,,,,,,,,,,,,Female,30-34 years    (32.0),"Other, Non-Hispanic",Bachelor's degree,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Two,None,One,One,One,Three,Yes,No,Yes,Yes,Yes,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,32,0.973770022,0.97377,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217004221,0,0,1,0,1,3,0,1,1,2,0,0,3,0,1,0,0,0,0,0,Male,25-29 years    (27.0),Hispanic,"Some college, no degree",92.5,Never married,Someone else's name only,Three,Three,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Rented for cash,A one-family house detached from any other house,Yes,MidWest,25,1.703920007,1.70392,"Other, please specify",I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217026607,1,1,1,0,0,0,0,3,2,0,0,1,0,0,0,1,1,0,1,0,Male,50-54 years    (52.0),"White, Non-Hispanic",Bachelor's degree,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,50,0.834900022,0.8349,Bisexual,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217005780,1,2,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,2,0,Female,55-59 years    (57.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,57,0.898959994,0.89896,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217018893,0,5,1,4,1,2,2,1,0,1,2,1,0,0,0,6,0,0,0,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,"$175,000 or more  (175)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Yes,NorthEast,44,0.577440023,0.57744,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021195,,,2,,,,1,,2,1,1,1,,,,,,,1,,Male,75 and over    (77.0),"White, Non-Hispanic",Bachelor's degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,83,0.761080027,0.76108,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217031257,2,0,0,1,1,2,3,0,1,1,0,1,10,0,2,3,1,0,0,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,28,0.639670014,0.63967,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217023648,,,1,,1,,,1,1,,,,,,5,,1,1,2,1,Male,30-34 years    (32.0),"White, Non-Hispanic",Less than HS graduate,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Two,None,Three,None,None,Three,Yes,No,Yes,No,Yes,Yes,Working - as a paid employee,Rented for cash,A one-family house detached from any other house,Yes,MidWest,30,0.770730019,0.77073,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217033208,2,1,1,1,1,0,0,1,1,1,0,1,0,0,0,2,0,1,0,0,Male,65-69 years    (67.0),"White, Non-Hispanic",Associate degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,66,1.080389977,1.08039,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217036122,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Female,18-20 years    (19.0),Hispanic,Less than HS graduate,27.5,Never married,Someone else's name only,Five,Four,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - other,Rented for cash,A building with 2 or more apartments,Yes,West,19,1.402719975,1.40272,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217021027,,,,,,1,,,1,,,,1,,,,,,,,Male,40-44 years    (42.0),"Other, Non-Hispanic",Bachelor's degree,37.5,Separated,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Rented for cash,A building with 2 or more apartments,No,West,44,1.225460052,1.22546,Heterosexual or straight,I have never served in the military,Yes,Naturalized U.S. citizen,Philippines, 
217002890,3,,2,,,,,,,,2,,,,,2,1,,2,,Female,65-69 years    (67.0),"White, Non-Hispanic",HS grad,27.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,68,1.366080046,1.36608,Refused,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217006711,2,2,1,1,2,2,2,0,1,1,1,0,0,0,0,0,0,0,1,0,Female,45-49 years    (47.0),"White, Non-Hispanic",HS grad,67.5,Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,46,0.828589976,0.82859,Lesbian,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217002654,2,2,2,2,0,1,4,1,4,1,2,3,3,0,0,20,0,0,1,1,Male,65-69 years    (67.0),"White, Non-Hispanic",Master's degree,137.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,67,0.761080027,0.76108,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217001441,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,Male,25-29 years    (27.0),"White, Non-Hispanic",Less than HS graduate,"$50,000 to $59,999  (55)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,26,0.947160006,0.94716,Heterosexual or straight,"I was on active duty in the past, but not now",Yes,Born a U.S. citizen,Not asked, 
217029312,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,1,,,,Male,65-69 years    (67.0),"White, Non-Hispanic",Master's degree,67.5,Widowed,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,65,0.671549976,0.67155,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217034675,2,1,2,2,1,1,1,1,,,,1,1,,2,2,,1,4,1,Female,70-74 years    (72.0),"White, Non-Hispanic",Less than HS graduate,11.25,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,71,1.450799942,1.4508,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217003727,3,1,3,2,2,2,3,1,5,3,1,2,2,2,4,50,1,2,4,0,Female,60-64 years    (62.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A building with 2 or more apartments,Yes,NorthEast,61,1.114099979,1.1141,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
217001135,1,2,1,0,1,2,0,0,0,0,2,1,1,2,1,0,25,0,1,1,Female,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,137.5,Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Occupied without payment of cash rent,A one-family house detached from any other house,Yes,NorthEast,27,0.624849975,0.62485,Heterosexual or straight,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
