case_id,Linda,Jennifer,Karen,Kimberly,Emily,Stephanie,Mark,Jacob,Kevin,Kyle,Adam,Bruce,Professor,ChildcareWorker,Police,Lawyer,SocialWorker,Electrician,Cosmetologist,Bartender,Unemployed,Food_Stamps,Multiple_Job,Load_Debt,No_Health_Insurance,Active_Military,Veteran,Immigrant,Gay,Single_Parent,Black,Non_Religious,Evangelical,Muslims,Incarcerated,Abortion,Injured_Military,Miscarriage,Partner_Abuse,Sexual_Assault,Mental_Health,Heart_Disease,Diabetes,Allergy_Peanut,Allergy_Tree_Nu,Allergy_Lettuce,Allergy_Gluten,Allergy_Water,Cancer_Breast,Cancer_Prostate,Leukemia,Cancer_Lung,Cancer_Colon,Gender,Age,Race,Education,ppincimp,ppmarit,pphhhead,pphhsize,ppt18ov,ppt1317,ppt612,ppt25,ppt01,pptsu,pptsu21,pptsu22,pptsu23,pptsu24,pptsu25,pptsu26,ppwork,pprent,pphouse,ppnet,ppreg4,age,wmid1,wgt,ppp20063,ppp20064,ppp20068,ppp20197,ppp20198,ppp20200,ppp20217
805,0,0,0,1,1,1,5,5,1,1,0,0,20,1,0,0,0,0,1,0,0,0,1,5,0,0,1,4,2,0,3,5,2,2,0,1,0,2,3,2,3,5,3,0,0,0,0,0,0,0,0,0,0,Male,25-29 years    (27.0),"White, Non-Hispanic",Master's degree,22.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,No,South,29,1.113280058,1.11328,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
806,3,2,2,1,4,0,3,3,2,1,0,2,3,2,0,3,1,1,1,0,0,0,1,5,0,0,3,1,3,4,0,10,1,0,0,1,0,1,0,0,2,3,5,1,1,0,3,0,1,1,0,1,0,Female,65-69 years    (67.0),"Other, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,West,65,1.90704,1.90704,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
807,2,6,4,1,,4,8,,5,,1,4,2,6,8,7,1,8,2,2,6,0,15,20,4,4,12,4,2,4,4,10,50,0,0,1,8,0,2,0,1,2,4,2,0,0,6,0,4,,6,2,,Male,60-64 years    (62.0),"White, Non-Hispanic","Some college, no degree",112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Three,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,NorthEast,62,1.032459974,1.03246,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
808,0,0,0,1,0,1,2,2,1,1,1,0,4,0,0,0,0,0,0,0,5,0,1,25,0,1,0,2,2,2,4,28,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,Male,18-20 years    (19.0),"White, Non-Hispanic","Some college, no degree",92.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,19,0.966329992,0.96633,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
809,2,1,2,4,1,4,5,0,4,2,1,0,0,0,3,4,0,3,2,2,,,,,,,,,,,,,,,,5,1,4,10,1,8,1,5,,,,,,,,,,,Male,25-29 years    (27.0),"White, Non-Hispanic",Associate degree,137.5,Never married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,29,1.058419943,1.05842,Heterosexual or straight,Refused,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
810,2,1,2,1,2,2,2,0,1,1,1,0,7,1,3,2,1,2,1,1,0,1,0,25,0,0,5,0,1,1,0,100,0,0,0,0,0,2,0,0,1,3,2,1,0,0,0,0,3,2,1,0,1,Male,35-39 years    (37.0),"White, Non-Hispanic",Professional or Doctorate degree,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,None,Two,None,Two,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,35,0.757939994,0.75794,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
811,1,2,0,1,1,2,0,0,1,0,4,0,0,5,1,1,0,0,4,2,2,0,0,4,2,10,2,0,2,5,30,10,0,1,0,0,1,4,2,2,0,1,4,1,1,0,1,0,0,0,0,0,0,Female,22.5,"2+ Races, Non-Hispanic","Some college, no degree",92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,One,None,None,Two,None,Two,Yes,No,No,Yes,No,Yes,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,24,0.423429996,0.42343,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
812,1,0,1,0,1,1,3,6,2,4,1,1,0,0,100,0,0,0,2,0,15,0,5,0,0,10,10,5,5,2,10,20,0,0,0,0,1,1,0,3,1,1,1,2,0,0,1,0,2,0,1,0,0,Male,18-20 years    (19.0),"White, Non-Hispanic",Less than HS graduate,"$175,000 or more  (175)",Never married,Someone else's name only,Five,Four,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,18,0.926599979,0.9266,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,40-44 years    (42.0),"White, Non-Hispanic",Bachelor's degree,67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,44,0.696990013,0.69699,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
814,6,2,0,2,1,2,2,2,2,2,0,0,1,0,6,1,0,1,5,0,0,0,2,0,3,2,10,2,1,5,5,12,40,0,0,0,2,2,0,0,0,5,5,0,0,0,0,0,1,1,0,0,0,Female,55-59 years    (57.0),"White, Non-Hispanic","Some college, no degree",67.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,57,1.193269968,1.19327,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
815,4,10,5,8,4,2,12,5,4,7,6,1,1,3,1,1,0,2,2,0,3,1,10,2,2,10,5,5,2,5,100,30,100,1,0,1,2,7,6,4,4,1,5,1,0,0,0,0,2,1,1,0,2,Female,35-39 years    (37.0),"White, Non-Hispanic",Bachelor's degree,137.5,Married,Someone else's name only,Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,35,0.591139972,0.59114,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
816,2,2,5,3,4,4,5,1,2,1,2,2,2,0,8,8,1,4,3,0,1,4,7,21,8,4,18,4,5,6,21,9,7,0,0,0,5,2,2,0,3,5,12,0,1,0,0,0,2,1,0,0,1,Male,50-54 years    (52.0),"White, Non-Hispanic","Some college, no degree",37.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,53,1.215960026,1.21596,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
817,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,Female,50-54 years    (52.0),"White, Non-Hispanic",Master's degree,"$40,000 to $49,999  (45)",Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A building with 2 or more apartments,No,NorthEast,54,0.748870015,0.74887,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
818,1,1,2,0,1,1,2,0,1,0,1,0,20,0,0,3,2,0,1,0,0,0,2,,,1,10,,5,5,,15,0,2,0,0,0,3,0,1,3,8,7,0,0,0,0,0,5,2,2,0,4,Female,55-59 years    (57.0),"White, Non-Hispanic",Master's degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,59,0.601480007,0.60148,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
819,3,1,0,2,0,2,4,0,1,0,1,0,0,0,2,1,0,2,1,0,4,0,3,0,0,0,10,2,0,1,3,5,2,0,0,0,2,2,1,0,2,2,3,1,0,0,0,0,1,1,0,0,1,Male,75 and over    (77.0),"White, Non-Hispanic",HS grad,37.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Rented for cash,A building with 2 or more apartments,Yes,MidWest,89,0.854279995,0.85428,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
820,4,2,3,6,1,2,2,1,1,1,2,1,1,4,1,2,4,2,4,4,4,10,6,6,10,2,4,2,5,20,40,100,10,2,1,3,0,3,3,2,7,15,15,0,0,0,2,0,5,6,7,2,2,Female,55-59 years    (57.0),"White, Non-Hispanic",Professional or Doctorate degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,56,0.658810019,0.65881,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
821,1,0,1,1,0,2,1,1,0,2,0,0,3,0,1,1,0,2,2,0,3,1,1,10,0,0,0,0,2,4,5,3,3,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Female,18-20 years    (19.0),"White, Non-Hispanic",HS grad,92.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Three,None,None,None,One,One,Yes,No,No,Yes,No,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,19,0.720830023,0.72083,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
822,1,0,3,2,0,0,2,0,2,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Male,40-44 years    (42.0),"Black, Non-Hispanic",Bachelor's degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Four,One,One,Two,None,None,Three,Yes,Yes,Yes,No,Yes,Yes,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,South,40,1.086490035,1.08649,Heterosexual or straight,No,I have never served in the military,Yes,Naturalized U.S. citizen,Other,eleuthera
823,1,1,3,1,0,1,1,0,0,1,0,1,4,0,0,0,0,1,0,1,1,0,1,3,0,1,2,2,2,0,3,5,0,0,0,1,0,1,0,1,0,1,3,0,0,0,1,0,0,0,1,1,0,Female,30-34 years    (32.0),Hispanic,Bachelor's degree,"$40,000 to $49,999  (45)",Married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,West,31,0.981670022,0.98167,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
824,2,5,4,5,3,2,3,0,2,0,1,1,350,5,0,2,1,5,3,0,50,5,2,20,5,5,0,5,5,5,20,5,5,20,0,5,1,5,5,1,5,5,5,5,0,0,0,0,1,1,1,1,1,Female,30-34 years    (32.0),"Black, Non-Hispanic",Bachelor's degree,27.5,Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - looking for work,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,South,30,1.091330051,1.09133,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
825,1,1,1,1,2,3,1,1,1,2,1,1,0,1,1,0,1,1,1,2,6,6,11,41,1,1,4,7,10,24,39,39,0,3,1,1,0,3,0,1,3,0,5,1,4,0,2,0,2,0,0,0,0,Male,25-29 years    (27.0),"White, Non-Hispanic",Associate degree,22.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),One,One,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A building with 2 or more apartments,Yes,MidWest,29,1.270200014,1.2702,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
826,2,2,2,0,2,2,3,0,2,0,0,0,0,2,2,1,0,0,3,4,0,0,4,4,4,0,0,2,6,3,4,5,3,0,0,3,0,3,2,2,3,1,5,2,1,0,1,0,4,0,2,1,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Master's degree,67.5,Never married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,29,0.653869987,0.65387,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
827,1,2,2,2,4,3,2,5,3,3,2,2,1,1,4,1,3,0,1,0,2,1,1,0,0,0,3,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,Female,50-54 years    (52.0),"White, Non-Hispanic",HS grad,"$50,000 to $59,999  (55)",Married,Someone else's name only,Four,Four,None,None,None,None,,No,No,No,No,No,No,Not working - other,Rented for cash,A one-family house detached from any other house,No,MidWest,51,0.959609985,0.95961,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
828,2,1,2,2,1,3,3,2,2,2,1,1,0,0,1,0,0,0,1,1,0,0,3,5,4,1,10,15,5,0,4,15,15,0,0,0,0,1,0,0,1,1,2,0,0,0,2,0,0,0,1,0,0,Male,25-29 years    (27.0),"White, Non-Hispanic","Some college, no degree","$75,000 to $84,999  (80)",Living with partner,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,25,0.935310006,0.93531,Heterosexual or straight,No,I have never served in the military,Yes,Naturalized U.S. citizen,Other,Moldova
829,5,4,2,2,3,2,3,1,2,1,0,0,3,2,1,1,1,1,1,0,1,0,2,3,2,1,2,75,12,10,10,15,3,1,0,1,0,1,0,0,0,1,3,2,0,0,0,0,1,0,0,1,0,Male,45-49 years    (47.0),"Other, Non-Hispanic",Bachelor's degree,92.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Four,Two,None,One,One,None,Two,Yes,No,Yes,Yes,Yes,Yes,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,46,1.377380013,1.37738,Heterosexual or straight,Yes,I have never served in the military,Yes,Naturalized U.S. citizen,Other,Indonesia
830,2,2,2,0,1,0,2,0,1,0,1,1,3,1,0,0,0,0,1,0,1,0,2,0,0,0,2,0,1,3,0,2,5,0,0,0,0,0,2,1,3,1,1,1,1,0,0,0,2,1,0,0,0,Female,55-59 years    (57.0),"White, Non-Hispanic",Associate degree,112.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - retired,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,West,59,0.776000023,0.776,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
831,5,4,5,5,2,3,6,4,5,1,2,1,2,0,2,0,0,0,1,0,0,3,0,0,4,0,0,6,2,3,2,0,0,0,0,0,0,4,3,2,3,0,2,0,0,0,2,0,1,0,2,0,0,Female,50-54 years    (52.0),Hispanic,Less than HS graduate,27.5,Married,Your name only/Your name with someone else's name (jointly owned or rented),Three,Two,None,One,None,None,One,Yes,No,Yes,No,Yes,Yes,Not working - disabled,Owned or being bought by you or someone in your household,A one-family house detached from any other house,No,West,54,1.540879965,1.54088,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
832,2,1,1,0,2,3,1,1,1,3,2,0,0,1,0,2,1,0,1,0,0,0,5,40,1,0,0,0,2,1,2,30,2,0,0,2,0,2,1,1,3,1,4,0,0,0,2,0,1,0,0,0,0,Female,25-29 years    (27.0),"White, Non-Hispanic",Bachelor's degree,137.5,Never married,Someone else's name only,Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Working - as a paid employee,Occupied without payment of cash rent,A one-family house detached from any other house,Yes,MidWest,25,0.570490003,0.57049,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
833,1,,2,,1,,1,,1,,1,,,,,1,1,,1,,1,1,,2,,,1,5,5,,20,,,,,1,,1,,,1,2,1,,,,,,,,,,,Male,50-54 years    (52.0),Hispanic,Less than HS graduate,"$75,000 to $84,999  (80)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Five,Five,None,None,None,None,,No,No,No,No,No,No,Working - self-employed,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,South,53,1.946910024,1.94691,Heterosexual or straight,Yes,I have never served in the military,Yes,Naturalized U.S. citizen,Other,chile
834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,10,10,5,2,1,10,10,1,1,1,1,10,2,1,2,1,1,1,1,1,0,1,0,2,0,0,0,0,Male,35-39 years    (37.0),"White, Non-Hispanic",Master's degree,137.5,Divorced,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Rented for cash,A one-family house attached to one or more houses,Yes,West,35,0.564930022,0.56493,Heterosexual or straight,Yes,I am now on active duty,Yes,Born a U.S. citizen,Not asked, 
835,0,2,1,1,2,2,3,2,1,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,1,Female,18-20 years    (19.0),"White, Non-Hispanic",Less than HS graduate,"$40,000 to $49,999  (45)",Never married,Someone else's name only,Four,Three,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - other,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,MidWest,18,0.821889997,0.82189,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
836,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0,,,,,1,7,1,,,1,1,,,0,0,1,0,3,1,1,1,1,0,3,3,0,1,0,1,0,0,0,1,Female,30-34 years    (32.0),"White, Non-Hispanic",Bachelor's degree,"$50,000 to $59,999  (55)",Married,Your name only/Your name with someone else's name (jointly owned or rented),Two,Two,None,None,None,None,,No,No,No,No,No,No,Not working - other,Rented for cash,A one-family house attached to one or more houses,Yes,West,30,0.521600008,0.5216,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
837,2,2,2,1,10,10,3,10,10,10,10,0,5,4,4,2,0,0,0,0,10,0,5,2,0,4,2,10,10,0,12,14,0,5,0,0,0,4,3,4,6,4,4,6,0,0,6,0,4,4,0,0,1,Male,22.5,"White, Non-Hispanic","Some college, no degree","$40,000 to $49,999  (45)",Never married,Someone else's name only,Two,Two,None,None,None,None,,No,No,No,No,No,No,Working - as a paid employee,Owned or being bought by you or someone in your household,A one-family house detached from any other house,Yes,NorthEast,21,1.15474999,1.15475,Heterosexual or straight,Yes,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
838,3,1,1,1,0,2,2,0,1,0,2,1,0,5,6,5,4,1,6,1,4,5,1,2,3,3,8,3,1,9,7,1,3,3,2,1,2,0,3,1,1,0,4,0,0,0,0,0,1,0,0,1,0,Female,40-44 years    (42.0),"White, Non-Hispanic",Associate degree,6.25,Divorced,Someone else's name only,Three,Two,One,None,None,None,One,Yes,Yes,No,No,Yes,No,Not working - disabled,Rented for cash,A one-family house detached from any other house,No,South,40,1.079089999,1.07909,Heterosexual or straight,No,I have never served in the military,Yes,Born a U.S. citizen,Not asked, 
